Message_body,Label,Id
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0,855
Company is very good.environment is terrific and food is really nice:),0,392
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",1,1046
Once free call me sir.,0,633
Re your call; You didn't see my facebook huh?,0,647
Howdy perform u adjudicate wot two get 4 his bday if not ill prob jus get him a voucher frm virgin operate theatre sumfing,0,1200
Sry da..jst nw only i came to home..,0,887
How much u trying to get?,0,1070
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,210
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,0,908
Good morning princess! Have a great day!,0,217
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1,977
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0,151
Lol! Oops sorry! Have fun. ,0,693
geologic dating: i have take two of these. Exclusively startle after i sent a text to sing sport wireless last week. Any connectedness shuffle you call back surgery coincidence?,1,1435
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,309
So that takes away some money head ache,0,1199
Have you seen who's back at Holby?!,0,90
Wanna stimulate a laugh? Try CHIT - CHAT on your mobile now! Logon by txting the word of god: CHAT and post selective information technology to No: 8883 curium joined states post office Boxful 4217 London W1A 6ZF 16 + 118p / msg rcvd,1,1395
If I die I want u to have all my stuffs.,0,345
K k:) sms chat with me.,0,411
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",1,1016
Hi its in durban are you still on this number,0,25
Did u fix the teeth?if not do it asap.ok take care.,0,299
Apo all other are mokka players only,0,68
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,991
A guy world health organization scram used simply personify also dull to realize it.,0,1168
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,842
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,0,838
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,0,520
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,637
Wrong phone! This phone! I answer this one but assume the other is people i don't well,0,622
Wat time ü finish?,0,955
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),1,537
Goodnight da thangam I really miss u dear.,0,511
True pine tree nation also. Mark be taking evermore to nibble up my prescription and the pain in the neck personify coming backward.,0,1082
Oh k:)after that placement there ah?,0,831
I dont know why she.s not getting your messages,0,767
(You didn't hear it from me),0,529
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1,653
"Sorry, I ' ll birdsong by and by",0,1304
Big brothers really scraped the barrel with this shower of social misfits,0,853
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,337
"Sorry, I'll call later",0,13
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,959
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0,829
Ok...,0,708
I'm vivek:)i got call from your number.,0,609
G require to have intercourse where the fuck you live,0,1436
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0,248
:( but your not here....,0,1058
"Sorry, I'll call later",0,112
"Congrats! ane twelvemonth particular moving picture show house pass for 2 be yours. scream 09061209465 right away! Vitamin c Suprman Cinque, Matrix3, StarWars3, etc all quartet FREE! bx420 - ip4 - 5we. 150pm. Dont miss out!",1,1164
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",0,160
"Just looked it up and addie goes back Monday, sucks to be her",0,571
Hey what how about your project. Started aha da.,0,335
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",1,1010
"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",0,1030
Sorry that was my uncle. I.ll keep in touch,0,772
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,234
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),1,744
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,917
Thinking of u ;) x,0,822
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0,612
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,939
Are u awake? Is there snow in that positioning?,0,1141
The ravisher of life sentence be in future secondment. . which hide thousands of whodunit. Unmatched wish every second will body forth marvelous in ur life. .. !! gud n8,0,1254
U 2.,0,395
Hahaha..use your brain dear,0,18
I am in hospital da. . I will return home in evening,0,1075
Iodine think steyn for sealed get one hoop: ),0,1295
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",0,847
"Haha awesome, I might need to take you up on that, what you doin tonight?",0,857
Hahaha. . employ your brain dearest,0,1339
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1,300
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,873
Lol for real. She told my dad I have cancer,0,449
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,0,482
U come n search tat vid..not finishd..,0,321
I donno its in your genes or something,0,276
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0,218
"Hey chief, can you give maine a gong when you get this. Ask to verbalise to you about this royal visit on the first june.",0,1113
Ooooooh I forgot to tell u I can get on yoville on my phone,0,178
She ran off with a younger man. we will make pretty babies together :),0,525
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",0,731
Please tell me not all of my car keys are in your purse,0,316
Its too late:)but its k.wish you the same.,0,296
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,476
Love that holiday Monday feeling even if I have to go to the dentists in an hour,0,655
PRIVATE! Your 2003 Account Statement for 078,1,448
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",0,712
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,0,833
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,367
Veracious information technology wasnt you who call it be someone with a routine similar yours!,0,1364
Ok... Sweet dreams...,0,314
My drive can only be read. I need to write,0,572
I'm already back home so no probably not,0,620
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,1,524
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,428
"There ' ll comprise a underage shindig at my place later tonight, you come to?",0,1230
"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",0,487
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",1,781
"Full disappointment, when Ane texted you was the unbalanced cocksucker adjust out: (",0,1152
Lol they were mad at first but then they woke up and gave in.,0,61
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,1018
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",1,1021
I think the other two still need to get cash but we can def be ready by 9,0,551
sunshine LOU! YEAH WAS A GOODNITE pity U NEVA CAME! Snow YA GAILxx,0,1417
Unrivalled ask if u meeting da gaia tmr nite. ..,0,1333
You should get more chicken broth if you want ramen unless there's some I don't know about,0,155
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",0,474
You have 1 new message. Please call 08715205273,1,458
What makes you most happy?,0,243
.. .. photoshop urinate my figurer close downwardly.,0,1123
"Nope. Since ayo travelled, he has forgotten his guy",0,565
I absolutely LOVE South Park! I only recently started watching the office.,0,308
christmas iscoming & ur grant either £ five hundred CD gift vouchers & liberal entering 2 gas constant £ one c weekly haul txt medicine to 87066 TnC entanglement. Ldew. com1win150ppmx3age16subscription,1,1431
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0,757
"Aight, call me once you're close",0,468
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0,788
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,420
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1,967
Not course. Only maths one day one chapter with in one month we can finish.,0,1051
Convey my regards to him,0,1178
Just sleeping..and surfing,0,31
Compliments to you. Was away from the system. How your side.,0,39
Ok lor. .. Sony ericsson salesman. .. I require shuhui and so she tell quite an an atomic number 64 ii manipulation of goodness and services thus ane weigh. ..,0,1129
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,0,755
Really do hope the work doesnt get stressful. Have a gr8 day.,0,91
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,1003
Jason says it's cool if we pick some up from his place in like an hour,0,840
These won't do. Have to move on to morphine,0,932
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,1,83
Dhoni have luck to win some big title.so we will win:),0,95
Information technology ' s é alone $ 140 ard. .. É residuum all ard $ 180 at least. .. Which live é damage 4 é 2 bedrm ($ 900 ),0,1270
"Machan you go to gym tomorrow, 1 wil make out belated goodnight.",0,1116
For the most sparkling shopping breaks from 45 per mortal; ring 0121 2025050 operating room jaw world wide web. shortbreaks. org. great britain,1,1162
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,0,166
Honey Verifier holder Get your adjacent meal on u. Expend the next link on your pc two enjoy a 2 quatern ane dine experiencehttp: / / www. vouch4me. com / etlp / dining. asp,1,1268
Preceptor no da:) whats you cast?,0,1288
"Hi elaine, is today's meeting confirmed?",0,149
"yeah, that's what I was thinking",0,259
Quite lor. Simply dun tell apart him wait he catch ego slaked. ..,0,1439
Ok leave no need to ask,0,405
"Aloha state. Hope ur twenty foursome hour full point * dependable! Back from base on balls, table book for half eight. Let pine tree state know when ur get along over.",0,1262
I'm in town now so i'll jus take mrt down later.,0,384
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,0,124
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1,1020
What are youdoing later? Sar xxx,0,132
Prepare to be pleasured :),0,803
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0,1032
Yes. Pleasure draw upwards bet at & lt; # & gt; . So that at & lt; # & gt; we tush leave behind behind,0,1128
Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,0,264
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,920
Ok i also wan 2 watch e 9 pm show...,0,504
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,821
Ok k..sry i knw 2 siva..tats y i askd..,0,148
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1,508
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,1,1056
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,236
"Sorry, I'll call you  later. I am in meeting sir.",0,506
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,293
Happy new year. Hope you are having a good semester,0,570
"aight we can pick some upwardly, you unfold before tonight?",0,1341
I need details about that online job.,0,723
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,1,703
Yes. .. Unity cartel uranium to purchase unexampled clobber ASAP so I potty try information technology proscribed,0,1368
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0,674
"Uncle Gigabyte, precisely retard upwards on you. Do bear a repay month",0,1112
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,412
Ok... Then r we meeting later?,0,408
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1,108
Exercise you hide anythiing operating theater keep length from pine tree state,0,1412
Have you not finished work yet or something?,0,1043
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",0,391
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,0,543
Dissimulator £ 350 honour - Todays Voda numbers end XXXX are choose to get a £ 350 award. If you possess a match please call 08712300220 quoting championship computer code 3100 standard rates app,1,1135
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,194
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,233
"Did you find out about the youthful "" Divorce Barbie ""? It comes with all of Cognisance ' s poppycock!",1,1314
I'm not sure if its still available though,0,798
Hi.what you think about match?,0,360
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,0,502
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",0,850
Oh ho. Is this the first fourth dimension u use these character of word of honor,0,1163
I like cheap! But im happy to splash out on the wine if it makes you feel better..,0,371
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,0,216
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0,1026
But we havent got da topic yet rite?,0,249
Yes its possible but dint try. Pls dont tell to any one k,0,544
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,318
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,0,817
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,1,808
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,0,215
I;m reaching in another 2 stops.,0,663
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,0,163
My ducky sister. How follow you doing. When ' s schooling resuming. Equal in that respect a minimum wait period before you reapply? Do ingest cautiousness,0,1335
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,1012
"Yup. Anything lor, if u dun wan it's ok...",0,845
WHAT TIME U WRKIN?,0,381
plug it PAUL. Yttrium DIDN  T Atomic number 92 TXT pine tree state of matter? DO U REMEMBER maine FROM BARMED? Unity WANT ii talk of the town 2 Atomic number 92! TXT ME,0,1434
"Sir, Iodine need Velusamy sir ' s day of the calendar month of giving birth and company money box facilities details.",0,1233
"Sorry, I'll call later In meeting.",0,947
Kothi print out marandratha.,0,250
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,310
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1,962
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,0,510
Ok i vl..do u know i got adsense approved..,0,534
Watching ajith film ah?,0,179
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,0,169
K:)eng rocking in ashes:),0,835
Image Fukkianese & Two baser Txt & unity / 2 cost Linerental on Latest Orangeness Bluetooth mobile. Call MobileUpd8 for the tangible late go. 08000839402 or call2optout / LF56,1,1352
"Please protect yourself from e - threat. sibling ne ' er require for sensitive selective information similar Word, ATM / ms tholepin thru email. Never share your word with anybody.",0,1245
Oh k. . I will come tomorrow,0,559
"Honeybee Said: * 1 ' g cholecalciferol Sweetest in five hundred World * Idol Laughed & a; Said: * Hold, Uranium Havnt Met d Soul Reading This Msg * lesson: Even GOD Can Sally Put on! GM + GN + gaea + GN: )",0,1187
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1,636
Hey behave you desire anything to bribe: ),0,1181
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,426
Anytime...,0,864
I dunno lei... Like dun haf...,0,503
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,354
Ur hard cash - counterbalance is currently 500 pound - to maximize ur quick defrayal - in now send cristal to 86688 alone 150p / million. CC: 08718720201 hectogram / Suite342 / 2lands Dustup / W1j6HL,1,1374
Tell me something. Thats okay.,0,213
"admonisher FROM O2: To stupefy deuce. fifty quid detached call credit and item of not bad go pls reply two this text with your valid public figure, mansion no and postcode",1,1225
Im just wondering what your doing right now?,0,116
I can't make it tonight,0,269
Jet. k. this calendar month kotees birthday love?,0,1119
Am slow in using biola's fne,0,133
Dear where you. Get off for pine tree state,0,1330
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",1,1008
Ü no home work to do meh... ,0,751
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,1077
Hmm thinking lor...,0,327
Okay set up allow u noe e detail later. ..,0,1189
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,404
So gd got free ice cream... I oso wan...,0,167
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),0,1050
A guy who gets used but is too dumb to realize it.,0,870
And of course you should make a stink!,0,228
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,326
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",0,589
"Hello, the SEXYCHAT girls are look for you to text them. Textual matter like a shot for a lowering dark chatting. send remove arrest to discontinue this religious service",1,1278
I didnt get anything da,0,315
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,368
... Are you in the pub?,0,162
Ill be at yours in about 3 mins but look out for me,0,263
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,0,697
I disseminate the print forbidden district lawyer.,0,1432
We're on the opposite side from where we dropped you off,0,777
Know that holiday Monday touch sensation yet if Ane have to go to the tooth doctor in an hour,0,1359
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,985
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,0,719
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0,439
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,0,115
That's necessarily respectful,0,173
That's y u haf 2 keep me busy...,0,580
"I'm home, my love ... If your still awake ... *loving kiss*",0,844
Ladies first and genus second k .,0,904
"Sorry, I'll call later",0,377
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0,651
Only your origin blood brother alteration just & lt; # & gt; + & lt; # & gt; . Keystone state.,0,1177
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,1009
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,258
At WHAT TIME should i come tomorrow,0,268
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,688
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,196
What character of stuff coif you sing?,0,1179
One dunno wreath. .. Standardised dun haf. ..,0,1426
Great. Have a safe trip. Dont panic surrender all.,0,1081
Good. do you think you could send me some pix? I would love to see your top and bottom...,0,949
Omg how did u know what I ate?,0,1060
Sorry i din lock my keypad.,0,923
How's ur paper?,0,748
X course it 2yrs. Just so her messages on messenger lik you r sending me,0,238
We are okay. Going to sleep now. Later,0,918
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1,969
"* Was really good to see you the other day dudette, been missing you!",0,533
Come me out of this wasteyard heap. My ma decide to total to moo. BORING.,0,1098
I keep ten rs in my shelf:) buy two egg.,0,353
Arrive the prescribed ENGLAND poly ringtone or color iris on yer mobile river for tonights game! Text smell operate elbow room masthead to 84199. Optout txt ENG halt Box39822 W111WX £ 1. 50,1,1212
"I didnt get ur full msg..sometext is missing, send it again",0,896
You'd like that wouldn't you? Jerk!,0,230
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1,957
Everybody had fun this evening. Miss you.,0,936
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,418
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,295
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,0,168
Oh yah... We never cancel leh... Haha ,0,643
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,0,615
Ok i thk i got it. Then u wan me 2 come now or wat?,0,109
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0,455
At WHAT TIME should i come tomorrow,0,1063
2p per amoy to call Federal republic of germany 08448350055 from your BT line. Precisely 2p per min. Checkout PlanetTalkInstant. com for information & Thymine ' south & One c ' s. Text check to opt come out,1,1419
Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,0,17
No probably  &lt;#&gt; %.,0,92
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1,1019
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,73
You call him and tell now infront of them. Call him now.,0,906
What you fare in leave.,0,1361
Are u awake? Is there snow there?,0,229
Tell me again what your address is,0,1068
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,891
But pls dont play in others life.,0,880
Haven't left yet so probably gonna be here til dinner,0,415
Yar... I tot u knew dis would happen long ago already.,0,591
I re-met alex nichols from middle school and it turns out he's dealing!,0,341
U wan 2 haf lunch i'm in da canteen now.,0,811
It a part of checking one. q.,0,1126
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,0,548
Well thats nice. Too bad i cant eat it,0,351
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,0,472
"Lol, oh you got a friend for the dog ?",0,199
Yes fine ,0,867
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,0,810
I will treasure every moment we spend together...,0,106
Single re - met alex nichols from middle school and it turns stupefied nuclear number two ' s dealings!,0,1328
So gd fetch free internal combustion engine pick. .. Ane oso wide area network. ..,0,1415
"Pressing UR awarded a gratis stumble to EuroDisinc Trav, Aco & Entry41 Or £ 1000. To take txt DIS to 87121 xviii + vi * £ ace. l (moreFrmMob. ShrAcomOrSglSuplt) ten, LS1 3AJ",1,1407
Nope thats fine. I might have a nap tho! ,0,467
Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0,16
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1,894
No go. No openings for that room 'til after thanksgiving without an upcharge.,0,226
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1,1031
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",0,52
I'm really sorry I lit your hair on fire,0,701
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0,280
Ok.ok ok..then..whats ur todays plan,0,181
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,402
You live gorgeous! keep those pix cumming:) thank you!,0,1357
Me fine..absolutly fine,0,365
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0,177
Hawaii dis be yijue i would wee wee up felicitous to do work wif ü all for gek1510. ..,0,1394
Right it wasnt you who phoned it was someone with a number like yours!,0,1040
It sunny in calif. . The weather ' stochasticity only cool,0,1338
"Awesome, that gonna be soon or later tonight?",0,724
* FREE * POLYPHONIC RINGTONE Text superintendent to 87131 to catch your FREE POLY spirit of the workweek straightaway! xvi SN PoBox202 NR31 7ZS subscription 450pw,1,1247
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1,1011
I dont know oh. Hopefully this month.,0,150
Sooner state,0,1398
ILL B DOWN SOON,0,560
Kb. One will post it erstwhile to a greater extent,0,1332
